module,user_id,completion_percentage,last_updated,compliance_score
segregation,27,91.99,2023-08-27 00:00:00,70.63
inward,72,67.67,2023-07-12 00:00:00,83.17
segregation,87,91.43,2023-09-25 00:00:00,82.91
inward,60,57.43,2023-06-14 00:00:00,74.16
dispatch,99,95.49,2023-04-22 00:00:00,82.05
dispatch,72,62.48,2024-01-05 00:00:00,94.2
dispatch,88,99.03,2023-09-15 00:00:00,74.2
baling,31,80.94,2023-03-22 00:00:00,91.36
baling,33,86.61,2023-09-03 00:00:00,90.58
dispatch,12,58.15,2023-05-15 00:00:00,85.17
segregation,2,68.58,2023-12-09 00:00:00,81.45
baling,67,85.05,2024-03-05 00:00:00,86.27
inward,44,81.09,2023-07-22 00:00:00,91.39
dispatch,19,91.02,2023-08-01 00:00:00,91.73
inward,86,94.84,2024-01-17 00:00:00,91.31
segregation,42,57.74,2023-08-28 00:00:00,73.99
dispatch,18,84.21,2024-01-30 00:00:00,72.41
inward,60,69.78,2023-03-01 00:00:00,85.33
baling,6,87.73,2023-03-26 00:00:00,77.38
dispatch,82,73.16,2024-01-03 00:00:00,96.22
dispatch,4,73.64,2023-11-30 00:00:00,77.56
inward,14,71.39,2023-02-17 00:00:00,86.54
dispatch,71,78.69,2024-03-06 00:00:00,98.1
inward,88,59.84,2023-03-16 00:00:00,85.46
inward,49,62.97,2023-05-14 00:00:00,76.73
dispatch,15,89.78,2023-07-17 00:00:00,89.64
baling,2,83.71,2023-01-25 00:00:00,83.49
dispatch,33,71.29,2024-03-20 00:00:00,93.55
inward,82,86.91,2024-02-09 00:00:00,76.81
inward,62,86,2023-10-16 00:00:00,94.29
dispatch,36,90.76,2023-01-30 00:00:00,84.91
inward,47,87.96,2024-02-11 00:00:00,94.11
dispatch,7,94.31,2023-11-09 00:00:00,82.76
baling,12,50.39,2023-12-31 00:00:00,80.97
baling,8,92.24,2023-05-05 00:00:00,95.96
inward,11,55.09,2023-12-11 00:00:00,75.7
dispatch,68,63.6,2023-02-22 00:00:00,70.11
baling,23,64.46,2024-01-24 00:00:00,90.1
dispatch,16,79.45,2023-04-22 00:00:00,84.23
baling,6,51.25,2023-12-23 00:00:00,76.2
inward,31,68.95,2024-03-06 00:00:00,82.9
segregation,39,97.38,2024-03-09 00:00:00,92.63
segregation,81,90.4,2024-01-29 00:00:00,94.8
inward,75,90.27,2024-01-25 00:00:00,92.08
segregation,54,72.39,2023-11-05 00:00:00,81.55
baling,23,82.79,2023-03-24 00:00:00,81.52
baling,44,89.12,2023-10-20 00:00:00,95.94
inward,78,97.96,2024-03-22 00:00:00,86.32
segregation,46,67.39,2023-12-03 00:00:00,79.97
segregation,51,69.22,2024-03-02 00:00:00,79.17
segregation,85,83.97,2024-02-17 00:00:00,94.67
segregation,54,54.88,2024-02-26 00:00:00,92.06
baling,2,67.52,2024-01-07 00:00:00,75.51
segregation,79,85.14,2024-02-13 00:00:00,79.92
dispatch,69,51.01,2024-02-16 00:00:00,92.44
baling,39,72.53,2023-05-27 00:00:00,82.53
baling,95,70.02,2024-02-16 00:00:00,88.3
inward,46,95.62,2023-01-30 00:00:00,75.83
dispatch,96,68.46,2023-01-31 00:00:00,87.42
baling,83,75.96,2023-04-07 00:00:00,74.06
baling,71,77.8,2024-02-25 00:00:00,74.19
inward,58,88.65,2023-10-05 00:00:00,96.03
dispatch,16,87.02,2023-07-29 00:00:00,75.23
segregation,91,65.84,2023-08-15 00:00:00,77.48
dispatch,56,86.24,2024-01-07 00:00:00,74.02
baling,30,73.38,2023-12-21 00:00:00,80.57
segregation,83,90.15,2024-01-14 00:00:00,76.76
dispatch,8,58.31,2023-12-11 00:00:00,76.36
baling,97,83.67,2023-09-28 00:00:00,87.24
inward,80,77.43,2023-06-07 00:00:00,83.84
baling,87,71.69,2023-04-08 00:00:00,70.81
segregation,95,95.81,2023-10-23 00:00:00,85.09
segregation,62,99.36,2023-03-17 00:00:00,89.02
inward,22,94.68,2024-01-25 00:00:00,74.47
inward,84,96.63,2024-01-30 00:00:00,96.62
inward,29,79.33,2024-01-04 00:00:00,97.03
baling,59,91.62,2023-05-24 00:00:00,83.19
inward,49,93.65,2023-04-15 00:00:00,86.2
segregation,74,65.34,2023-06-08 00:00:00,70.31
segregation,76,79.42,2023-04-07 00:00:00,98.46
segregation,86,60.47,2023-01-25 00:00:00,85.88
dispatch,98,92.09,2023-09-03 00:00:00,92.36
dispatch,29,62.12,2023-07-07 00:00:00,96.94
baling,3,62.41,2023-01-17 00:00:00,87.1
dispatch,38,80.61,2023-05-08 00:00:00,90.41
segregation,39,81.51,2023-07-27 00:00:00,97.91
baling,85,61.54,2023-07-10 00:00:00,95.54
dispatch,33,94.35,2024-01-02 00:00:00,74.21
dispatch,36,55.23,2023-04-12 00:00:00,93.1
segregation,37,59.28,2024-01-22 00:00:00,87.74
segregation,48,90.98,2024-03-11 00:00:00,71.24
baling,49,89.06,2023-04-02 00:00:00,91.63
inward,52,97.49,2024-01-18 00:00:00,82.43
baling,43,74.49,2023-12-25 00:00:00,89.07
baling,30,88.06,2023-07-01 00:00:00,80.51
dispatch,50,83.01,2023-10-20 00:00:00,81.25
inward,69,85.33,2023-08-23 00:00:00,82.94
dispatch,80,78.1,2024-03-22 00:00:00,93.25
segregation,54,77.1,2024-02-28 00:00:00,76
segregation,30,77.8,2023-09-19 00:00:00,79.75
dispatch,47,69.37,2024-01-21 00:00:00,93.29
dispatch,67,88.93,2024-01-09 00:00:00,94.48
dispatch,89,80.53,2023-05-01 00:00:00,71.16
baling,56,65.97,2023-02-28 00:00:00,96.66
inward,44,74.36,2023-07-28 00:00:00,70.31
baling,57,59.77,2023-06-23 00:00:00,79.24
dispatch,49,55.61,2023-05-04 00:00:00,72.22
inward,86,82.87,2023-11-22 00:00:00,72.19
segregation,12,66.83,2023-06-11 00:00:00,83.87
inward,78,59.6,2023-02-16 00:00:00,84.47
baling,74,50.08,2023-10-13 00:00:00,85.59
dispatch,79,52.49,2024-02-14 00:00:00,79.95
inward,100,77.46,2023-03-24 00:00:00,87.03
inward,82,80.92,2024-03-16 00:00:00,95.83
baling,51,66.05,2024-03-08 00:00:00,76.76
baling,35,97.08,2023-07-02 00:00:00,70.76
segregation,9,51.55,2023-09-28 00:00:00,77.45
baling,16,68.1,2023-02-13 00:00:00,81.45
baling,98,61.2,2023-04-23 00:00:00,79.91
baling,96,62.83,2023-09-15 00:00:00,99.12
baling,2,54.64,2023-07-05 00:00:00,84.83
segregation,88,60.08,2023-06-23 00:00:00,99.6
dispatch,5,76.48,2023-12-01 00:00:00,98.96
segregation,76,76.09,2023-01-31 00:00:00,79.6
dispatch,71,85.76,2023-08-22 00:00:00,82.81
inward,8,91.26,2023-07-06 00:00:00,95.71
segregation,24,69.87,2023-12-28 00:00:00,93.81
dispatch,54,83.43,2023-12-17 00:00:00,80.52
dispatch,59,91.5,2023-12-29 00:00:00,82.84
segregation,85,77.81,2024-02-19 00:00:00,94.74
segregation,75,51.5,2023-05-18 00:00:00,78.76
segregation,50,79.82,2023-08-06 00:00:00,80.31
dispatch,29,96.82,2023-09-20 00:00:00,75.43
baling,93,65.35,2024-02-08 00:00:00,73.25
dispatch,55,58.38,2023-12-18 00:00:00,82.14
segregation,62,70.15,2023-10-13 00:00:00,74.96
baling,53,75.1,2024-01-08 00:00:00,93.83
dispatch,52,66.13,2023-09-28 00:00:00,87.75
segregation,17,75.63,2023-02-26 00:00:00,79.6
segregation,47,70.83,2024-01-09 00:00:00,75.28
segregation,24,50.83,2023-06-25 00:00:00,88.25
baling,95,91.19,2023-01-28 00:00:00,80
dispatch,6,63.9,2023-11-03 00:00:00,82.33
inward,46,84.39,2024-02-28 00:00:00,88.89
inward,5,62.29,2023-04-01 00:00:00,87.22
inward,79,57.2,2024-01-22 00:00:00,99.09
inward,26,55.24,2023-11-20 00:00:00,92.81
baling,75,66.17,2023-10-20 00:00:00,85.48
segregation,57,64.73,2023-12-31 00:00:00,94.08
segregation,77,90.37,2024-03-03 00:00:00,81.17
segregation,54,94.86,2023-08-25 00:00:00,94.44
baling,11,94.29,2024-01-03 00:00:00,89.83
segregation,70,60.82,2023-10-20 00:00:00,85.52
baling,51,80.3,2024-03-22 00:00:00,85.69
inward,36,79.87,2023-09-28 00:00:00,88.21
inward,99,88.78,2023-06-22 00:00:00,90.21
dispatch,20,98.8,2023-03-29 00:00:00,82.07
baling,76,61.98,2023-01-04 00:00:00,84.49
inward,61,79.6,2023-07-04 00:00:00,81.48
inward,57,51.51,2023-02-12 00:00:00,72.89
inward,87,98.02,2023-04-23 00:00:00,79.89
dispatch,26,68.35,2023-10-31 00:00:00,78.96
dispatch,97,93.47,2024-03-25 00:00:00,99.28
dispatch,77,54.63,2023-06-15 00:00:00,89.79
dispatch,23,95,2024-01-29 00:00:00,76.68
segregation,96,55.52,2023-06-26 00:00:00,76.04
inward,12,64.36,2023-08-18 00:00:00,81.95
segregation,60,59.18,2023-07-19 00:00:00,91.17
segregation,29,69.16,2024-02-08 00:00:00,85.44
segregation,30,74.88,2023-12-08 00:00:00,94.53
baling,71,94.94,2023-09-16 00:00:00,87.07
dispatch,44,70.15,2024-03-18 00:00:00,75.3
dispatch,37,96.28,2023-07-10 00:00:00,99.34
inward,84,92.82,2023-05-27 00:00:00,94.04
dispatch,72,68.38,2024-01-12 00:00:00,79.55
inward,97,75.33,2023-09-09 00:00:00,89.98
segregation,90,61.99,2023-01-11 00:00:00,99.56
inward,21,92.09,2023-05-28 00:00:00,97.19
dispatch,29,62.2,2023-05-11 00:00:00,81.62
segregation,12,57.74,2024-02-20 00:00:00,77.95
segregation,72,94.69,2023-05-30 00:00:00,74.84
segregation,27,74.09,2024-03-16 00:00:00,89.57
segregation,59,83.4,2023-12-05 00:00:00,83.52
segregation,12,66.41,2023-07-10 00:00:00,71.07
segregation,100,89.7,2024-02-05 00:00:00,73.81
baling,96,51.33,2024-02-28 00:00:00,80.13
inward,14,60.96,2023-03-03 00:00:00,84.31
segregation,15,89.89,2023-07-24 00:00:00,86.1
segregation,39,83.36,2024-03-17 00:00:00,93.27
inward,91,60.29,2023-12-19 00:00:00,85.58
baling,92,82.94,2023-10-06 00:00:00,76.25
segregation,87,79.58,2023-05-31 00:00:00,84.01
inward,79,96.69,2023-09-18 00:00:00,89.45
segregation,86,56.24,2023-10-26 00:00:00,76.51
inward,49,91.44,2023-05-12 00:00:00,97.18
dispatch,49,88.57,2024-02-20 00:00:00,70.39
inward,90,60.26,2024-03-17 00:00:00,87.21
segregation,30,58.34,2023-09-05 00:00:00,74.88
inward,43,97.46,2023-02-23 00:00:00,90.97
baling,78,61.56,2024-03-07 00:00:00,97.09
segregation,44,94.27,2023-09-08 00:00:00,81.36
dispatch,76,96.79,2023-05-10 00:00:00,73.62
dispatch,72,86.72,2023-07-09 00:00:00,83.33
segregation,91,69.96,2023-05-29 00:00:00,94.79
dispatch,20,76.03,2023-06-07 00:00:00,72.01
segregation,45,57.26,2023-08-10 00:00:00,87.22
inward,13,66.72,2023-01-16 00:00:00,80.34
segregation,76,64.99,2023-02-01 00:00:00,70.76
baling,86,64.61,2023-10-13 00:00:00,84.68
dispatch,7,91.07,2023-03-23 00:00:00,72.58
baling,14,84.5,2023-04-14 00:00:00,76.79
inward,100,98.53,2024-03-13 00:00:00,97.32
segregation,66,81.54,2023-08-07 00:00:00,90.96
baling,77,64.98,2023-01-19 00:00:00,89.09
baling,55,51.25,2023-05-16 00:00:00,71.45
baling,40,81.43,2024-01-05 00:00:00,72.04
dispatch,21,93.58,2024-02-26 00:00:00,87.2
inward,61,59.36,2023-06-24 00:00:00,73.75
inward,42,92.13,2023-12-15 00:00:00,89.71
inward,3,76.28,2023-08-30 00:00:00,82.06
dispatch,82,52.28,2023-03-02 00:00:00,96.31
inward,31,67.23,2024-03-18 00:00:00,99.83
dispatch,4,89.42,2023-02-21 00:00:00,86.79
baling,58,80.78,2024-03-01 00:00:00,81.85
dispatch,14,74.09,2023-08-08 00:00:00,92.12
inward,87,51.23,2023-03-09 00:00:00,78.89
dispatch,48,79.32,2023-06-04 00:00:00,88.51
segregation,95,81.97,2023-01-03 00:00:00,99.15
segregation,62,88.19,2024-02-10 00:00:00,85.9
inward,5,65.08,2023-04-26 00:00:00,92.22
segregation,75,93.21,2023-05-13 00:00:00,99.63
dispatch,89,69.17,2024-01-19 00:00:00,76.07
dispatch,73,81.85,2023-01-16 00:00:00,98.96
segregation,2,91.55,2023-09-21 00:00:00,86.66
segregation,47,86.06,2023-09-19 00:00:00,91.18
inward,53,84.8,2023-03-07 00:00:00,97.25
inward,79,93.62,2023-12-05 00:00:00,98.46
segregation,5,71.98,2023-06-20 00:00:00,86.17
segregation,27,76.24,2023-05-28 00:00:00,75
inward,12,93.34,2023-09-06 00:00:00,99.34
segregation,52,86.85,2023-08-16 00:00:00,84.14
inward,23,90.9,2023-08-03 00:00:00,99.24
baling,45,63.64,2023-05-24 00:00:00,74.07
baling,75,79.83,2023-03-02 00:00:00,81.71
baling,6,81.38,2024-02-02 00:00:00,86.35
inward,20,90.99,2023-04-26 00:00:00,77.47
segregation,71,61.95,2023-08-14 00:00:00,83.41
dispatch,50,91.53,2023-05-19 00:00:00,82.01
segregation,36,93.87,2023-01-05 00:00:00,74.96
dispatch,71,97.86,2024-01-11 00:00:00,78.94
baling,8,64.76,2024-01-27 00:00:00,97.17
segregation,67,68.09,2023-01-12 00:00:00,92.09
baling,4,77.27,2023-05-02 00:00:00,76.72
segregation,56,74.96,2023-06-26 00:00:00,86.43
dispatch,81,89.04,2024-03-14 00:00:00,79.9
inward,79,95.78,2023-06-21 00:00:00,93.55
dispatch,50,53.64,2023-07-19 00:00:00,77.1
dispatch,84,63.73,2023-01-16 00:00:00,90.13
inward,86,67.44,2023-08-29 00:00:00,70.8
segregation,86,58.9,2023-03-12 00:00:00,84.81
inward,88,67.06,2023-04-08 00:00:00,71.9
segregation,7,79.09,2023-08-29 00:00:00,89.6
dispatch,32,75.35,2023-11-10 00:00:00,70.22
segregation,34,54.07,2024-03-11 00:00:00,82.73
inward,22,78.88,2023-02-14 00:00:00,79.88
dispatch,11,78.7,2023-08-08 00:00:00,97.38
inward,50,61.4,2023-05-11 00:00:00,71.35
baling,54,89.23,2023-10-21 00:00:00,98.39
inward,43,71.44,2023-04-27 00:00:00,95.57
dispatch,75,68.87,2024-02-03 00:00:00,80.68
baling,21,81.52,2023-01-24 00:00:00,95.69
baling,35,99.38,2023-07-11 00:00:00,90.16
dispatch,43,71.71,2023-11-25 00:00:00,71.87
dispatch,99,93.69,2024-02-07 00:00:00,72.85
segregation,94,93.37,2023-12-08 00:00:00,78.95
baling,7,60.4,2023-05-03 00:00:00,75.17
dispatch,55,55.52,2024-03-21 00:00:00,72.16
inward,62,82.58,2023-09-13 00:00:00,91.27
dispatch,91,79.52,2023-02-14 00:00:00,93.8
inward,94,71.35,2023-10-15 00:00:00,81.44
dispatch,81,92.53,2023-05-03 00:00:00,78.72
baling,98,97.95,2023-04-14 00:00:00,75.95
baling,65,53.72,2024-03-19 00:00:00,94.53
inward,71,80.7,2024-01-08 00:00:00,88.86
baling,45,66.37,2024-01-18 00:00:00,88.87
inward,96,80.09,2023-08-24 00:00:00,89.93
baling,69,64.13,2023-06-29 00:00:00,90.7
inward,52,56.8,2024-01-30 00:00:00,73.86
dispatch,14,57.9,2024-01-12 00:00:00,80.72
segregation,27,83.65,2023-08-17 00:00:00,88.42
baling,54,72.21,2024-02-04 00:00:00,73.69
segregation,79,56.44,2024-03-22 00:00:00,93.13
dispatch,49,91.43,2023-08-28 00:00:00,82.46
segregation,77,97.03,2023-02-17 00:00:00,78.02
segregation,92,87.7,2023-08-25 00:00:00,88.97
segregation,96,53.6,2023-06-15 00:00:00,92.14
baling,56,94.05,2023-09-01 00:00:00,77.12
inward,53,89.81,2023-04-09 00:00:00,70.66
baling,78,96.72,2023-12-27 00:00:00,82.73
dispatch,2,77.64,2023-10-16 00:00:00,72.49
segregation,75,77.68,2023-04-28 00:00:00,77.64
inward,93,51.71,2023-12-25 00:00:00,70.21
dispatch,14,59.39,2023-02-13 00:00:00,98.88
segregation,50,65.37,2023-06-26 00:00:00,91.81
dispatch,63,63.05,2024-01-28 00:00:00,79.24
baling,45,59.73,2023-08-21 00:00:00,98
inward,16,98.94,2023-05-01 00:00:00,78.26
inward,90,64.24,2024-02-10 00:00:00,80.19
dispatch,10,62.83,2023-10-02 00:00:00,89.53
dispatch,36,85.94,2023-02-24 00:00:00,90.41
segregation,91,90.12,2023-06-20 00:00:00,88.98
baling,28,91.11,2023-12-07 00:00:00,97.39
segregation,43,52.52,2023-05-09 00:00:00,88.38
baling,11,50.53,2024-01-09 00:00:00,95.95
segregation,86,63.97,2023-11-07 00:00:00,70.54
inward,64,77.06,2023-02-10 00:00:00,75.97
dispatch,8,70.74,2023-08-10 00:00:00,88.38
inward,55,95.39,2023-02-18 00:00:00,90.06
inward,55,67.12,2023-06-04 00:00:00,84.65
baling,73,94.44,2023-04-27 00:00:00,99.87
dispatch,33,69.1,2024-03-13 00:00:00,72.88
segregation,93,50.99,2023-09-16 00:00:00,78.52
dispatch,37,50.21,2023-07-01 00:00:00,86.81
segregation,47,81.99,2023-07-05 00:00:00,73.86
segregation,13,51.56,2023-12-17 00:00:00,83.49
segregation,37,89.95,2023-05-25 00:00:00,84.75
segregation,63,92.81,2023-04-12 00:00:00,88.51
dispatch,94,95.06,2023-04-15 00:00:00,91.69
dispatch,56,98.98,2023-01-15 00:00:00,85.39
dispatch,85,84.28,2023-07-18 00:00:00,99.97
inward,83,95.75,2024-02-28 00:00:00,91.25
segregation,86,80.22,2024-02-22 00:00:00,71.74
segregation,9,92.26,2023-03-20 00:00:00,84.14
baling,24,85.21,2023-06-29 00:00:00,83.74
dispatch,88,59.5,2024-02-22 00:00:00,81.11
baling,13,99.65,2023-01-13 00:00:00,92.67
segregation,53,77.12,2023-10-13 00:00:00,93.17
baling,38,62.86,2024-02-28 00:00:00,72.95
segregation,85,96.62,2023-04-15 00:00:00,94.07
inward,17,98.64,2023-01-08 00:00:00,75.14
inward,82,74.05,2023-03-08 00:00:00,80.63
inward,56,71.38,2023-05-19 00:00:00,89.41
dispatch,54,87.87,2023-01-29 00:00:00,80.63
inward,65,99.15,2023-11-11 00:00:00,73.73
dispatch,35,87.23,2023-10-04 00:00:00,88.41
baling,82,72.76,2024-03-08 00:00:00,91.2
dispatch,17,53.65,2023-12-04 00:00:00,97.84
dispatch,2,71.3,2023-07-17 00:00:00,99.69
inward,61,88.46,2023-04-13 00:00:00,87.3
baling,13,95.13,2023-09-29 00:00:00,76.33
inward,100,54.85,2023-07-09 00:00:00,90.2
segregation,7,61.29,2024-02-29 00:00:00,79.14
segregation,3,84.03,2024-02-07 00:00:00,89.74
segregation,89,61.64,2023-09-07 00:00:00,84.93
inward,85,90.79,2023-01-17 00:00:00,85.35
baling,89,89.57,2023-05-21 00:00:00,89.63
inward,39,71.71,2023-08-24 00:00:00,87.03
segregation,75,81.82,2023-01-13 00:00:00,73.4
baling,14,88.93,2023-03-07 00:00:00,78.24
inward,14,58.27,2023-12-13 00:00:00,76.64
baling,16,76.05,2024-03-23 00:00:00,75.1
inward,71,84.54,2023-01-08 00:00:00,80.07
segregation,81,90.72,2023-09-20 00:00:00,96.45
dispatch,95,80.61,2023-07-13 00:00:00,94.87
dispatch,79,61.98,2024-01-03 00:00:00,88.33
baling,6,53.49,2024-03-18 00:00:00,73.71
baling,34,89.46,2024-01-18 00:00:00,75.7
inward,45,98.94,2024-02-17 00:00:00,76.85
inward,96,81.69,2024-01-25 00:00:00,73.16
dispatch,81,52.6,2024-03-07 00:00:00,89.42
segregation,30,92.99,2023-03-03 00:00:00,72.43
segregation,25,97.84,2023-12-28 00:00:00,99.27
dispatch,91,78.6,2023-05-17 00:00:00,79.72
segregation,95,58.42,2024-01-20 00:00:00,86.07
dispatch,50,96.24,2023-04-25 00:00:00,78.71
baling,61,87.14,2024-02-26 00:00:00,92.31
segregation,90,76.91,2023-08-09 00:00:00,94.95
segregation,45,92.6,2023-03-11 00:00:00,93.85
segregation,58,50.27,2023-09-15 00:00:00,85.42
baling,24,69.15,2023-12-04 00:00:00,91.4
dispatch,32,76.53,2023-08-08 00:00:00,79.65
dispatch,35,63.01,2023-05-31 00:00:00,92.44
dispatch,58,64.93,2023-01-31 00:00:00,71.78
baling,91,84.77,2023-04-22 00:00:00,75.92
dispatch,80,53.65,2023-01-25 00:00:00,93.86
dispatch,73,68.14,2023-07-25 00:00:00,85.4
segregation,2,82.77,2023-01-22 00:00:00,84.46
inward,62,78.2,2024-01-09 00:00:00,94.89
inward,85,55.09,2023-05-31 00:00:00,70.68
inward,21,63.2,2023-07-15 00:00:00,86.87
segregation,2,71.85,2024-03-16 00:00:00,90.44
baling,25,51.28,2023-10-05 00:00:00,97.58
baling,69,63.77,2023-03-04 00:00:00,84.02
inward,99,64.73,2023-12-27 00:00:00,90.53
inward,58,77.1,2023-06-24 00:00:00,70.01
segregation,95,60.03,2023-08-19 00:00:00,73.22
segregation,96,83.16,2023-08-10 00:00:00,82.17
dispatch,94,50.34,2024-03-01 00:00:00,99.65
baling,94,69.56,2023-10-03 00:00:00,74.66
baling,8,64.74,2023-10-15 00:00:00,94.72
baling,52,86.82,2023-05-15 00:00:00,87.48
baling,32,94,2023-09-12 00:00:00,71.95
segregation,70,64.34,2024-03-10 00:00:00,95.59
inward,47,74.91,2024-03-13 00:00:00,75.43
dispatch,55,78.86,2023-12-19 00:00:00,82.84
inward,1,54.84,2023-06-26 00:00:00,95.58
segregation,20,69.88,2023-09-01 00:00:00,82.17
dispatch,89,91.29,2023-10-12 00:00:00,85.88
inward,43,72.73,2023-05-07 00:00:00,84.29
inward,82,60.16,2023-05-26 00:00:00,76.17
inward,30,85.9,2023-04-24 00:00:00,76.9
dispatch,57,76.01,2023-01-25 00:00:00,96.34
dispatch,74,65.73,2023-07-29 00:00:00,73.13
inward,1,52.17,2023-08-12 00:00:00,74.86
segregation,26,97.98,2023-05-22 00:00:00,74.4
inward,55,69.41,2023-12-07 00:00:00,84.45
inward,49,84.38,2023-12-10 00:00:00,82.12
inward,82,76.8,2023-05-17 00:00:00,94.82
dispatch,70,55.47,2023-01-26 00:00:00,73.05
inward,79,70.89,2023-05-16 00:00:00,70.43
segregation,26,72.81,2023-09-27 00:00:00,97.61
baling,28,61.05,2023-08-22 00:00:00,84.51
dispatch,21,68.9,2024-03-12 00:00:00,95.85
dispatch,50,55.2,2023-10-20 00:00:00,78.15
baling,31,96.61,2023-07-27 00:00:00,79.54
inward,54,78.03,2023-01-04 00:00:00,84.01
segregation,13,83.9,2023-02-05 00:00:00,70.39
dispatch,51,99.8,2023-08-30 00:00:00,83.79
inward,36,83.84,2023-10-06 00:00:00,71.89
baling,91,81.05,2023-04-22 00:00:00,92
segregation,31,87.2,2023-04-13 00:00:00,89.68
dispatch,92,59.01,2023-03-22 00:00:00,98.69
segregation,56,59.22,2023-01-29 00:00:00,91.63
baling,15,70.81,2023-10-19 00:00:00,85.76
baling,43,99.84,2024-02-17 00:00:00,87.14
segregation,57,99.59,2023-02-19 00:00:00,79.12
segregation,59,62.88,2024-03-02 00:00:00,88.18
dispatch,85,73.03,2023-07-15 00:00:00,75.06
segregation,17,82.63,2023-05-15 00:00:00,74.33
segregation,23,68.55,2023-12-14 00:00:00,89.65
baling,63,91.78,2023-04-22 00:00:00,75.58
segregation,66,80.31,2023-12-30 00:00:00,98.92
inward,61,77.02,2023-05-19 00:00:00,94.98
dispatch,21,64.15,2024-02-12 00:00:00,83.98
baling,74,88.73,2023-05-19 00:00:00,80.77
baling,31,50.21,2023-05-13 00:00:00,85.86
inward,29,81.57,2024-01-18 00:00:00,80.99
dispatch,57,56.38,2023-03-15 00:00:00,80.06
inward,23,53.83,2023-06-13 00:00:00,91.07
segregation,5,93.8,2023-02-13 00:00:00,88.95
inward,56,75.25,2023-10-27 00:00:00,94.23
baling,70,67.23,2023-02-06 00:00:00,81.23
baling,39,51.36,2023-03-13 00:00:00,74.93
segregation,79,94.7,2023-09-03 00:00:00,96.42
baling,99,89.1,2023-06-25 00:00:00,82.59
dispatch,43,89,2023-06-02 00:00:00,93.19
dispatch,55,97.1,2023-07-02 00:00:00,97.12
baling,6,66.61,2023-11-18 00:00:00,90.26
inward,78,51.95,2023-12-11 00:00:00,88.81
baling,40,69.86,2023-05-08 00:00:00,74.97
dispatch,72,87.95,2023-08-23 00:00:00,77.49
segregation,34,86.67,2023-11-08 00:00:00,88.66
segregation,16,96.84,2023-04-12 00:00:00,71.35
dispatch,15,92.35,2024-03-03 00:00:00,73.92
dispatch,4,97.98,2023-04-23 00:00:00,93.7
baling,40,54.57,2023-06-26 00:00:00,79.11
dispatch,86,67.34,2024-02-29 00:00:00,84
inward,10,80.66,2023-11-15 00:00:00,83.1
segregation,44,99.85,2023-04-23 00:00:00,76.5
inward,4,58.8,2024-03-09 00:00:00,93.33
dispatch,99,59.42,2023-10-06 00:00:00,90.04
dispatch,77,79.62,2023-11-25 00:00:00,93.65
inward,55,50.7,2023-11-24 00:00:00,86.16
segregation,79,73.72,2023-12-14 00:00:00,93.24
inward,29,92.96,2023-05-24 00:00:00,91.71
inward,89,86.24,2023-05-17 00:00:00,99.53
baling,48,55.69,2023-06-04 00:00:00,72.22
dispatch,56,76.14,2023-12-06 00:00:00,78.01
dispatch,14,66.88,2023-07-26 00:00:00,80.63
dispatch,25,90.9,2023-09-01 00:00:00,74.25
segregation,91,53.97,2023-01-21 00:00:00,87.79
segregation,91,96.95,2023-10-16 00:00:00,96.42
segregation,88,84.08,2023-07-20 00:00:00,95.29
dispatch,64,54.19,2024-01-17 00:00:00,81.68
baling,4,95.82,2023-01-22 00:00:00,86.25
inward,94,91.83,2024-01-14 00:00:00,71.35
segregation,90,97.99,2023-03-15 00:00:00,79.8
dispatch,60,81.67,2023-11-04 00:00:00,78.9
baling,16,90.84,2023-09-07 00:00:00,97.06
